,_links,id,asset,amount,sponsor,last_modified_ledger,last_modified_time,claimants,flags,paging_token
30,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000b17d14cd4acb771071c4231c42ab94db8aa863b90cc8b9162d6ea913342d3f3d'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000b17d14cd4acb771071c4231c42ab94db8aa863b90cc8b9162d6ea913342d3f3d/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000b17d14cd4acb771071c4231c42ab94db8aa863b90cc8b9162d6ea913342d3f3d/operations{?cursor,limit,order}', 'templated': True}}",00000000b17d14cd4acb771071c4231c42ab94db8aa863b90cc8b9162d6ea913342d3f3d,MasterCard:GAJXTVBZ3SA3QXRMNJNUXZ3IO7TAH5HNON5KVCBWHKZS34FUZJPKNZBF,0.0536921,GBHWBXRZ4ZWDKLDZ7OWRR7KCB6ZUS5TO5YUQ6FJAS6OC2OQX7PB7JUFD,49730914,2024-01-02T00:38:59Z,"[{'destination': 'GBHWBXRZ4ZWDKLDZ7OWRR7KCB6ZUS5TO5YUQ6FJAS6OC2OQX7PB7JUFD', 'predicate': {'not': {'abs_before': '2024-01-03T00:38:55Z', 'abs_before_epoch': '1704242335'}}}, {'destination': 'GDNMCIZBM46K2OXDX6B3UYGMKVU2MMBWAHSQFW2ZXCS2QCSXK5P322G3', 'predicate': {'unconditional': True}}]",{'clawback_enabled': True},49730914-00000000b17d14cd4acb771071c4231c42ab94db8aa863b90cc8b9162d6ea913342d3f3d
31,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000f6914b25b970a4b49add84352cc1415fa24f7a860d9c4cfe38833421cd49d9be'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000f6914b25b970a4b49add84352cc1415fa24f7a860d9c4cfe38833421cd49d9be/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000f6914b25b970a4b49add84352cc1415fa24f7a860d9c4cfe38833421cd49d9be/operations{?cursor,limit,order}', 'templated': True}}",00000000f6914b25b970a4b49add84352cc1415fa24f7a860d9c4cfe38833421cd49d9be,GOLDBANK014:GDEUQ2MX3YXMITFOTC3CO3GW5V3XE3IVG7JKLZZAOZ7WFYIN256INDUS,250000000.0000000,GCLI2OK3KXX6VXDGCTMJLVBKGZPM3HQC6JTTRVI4FKWACGGF7IIE6VMT,49730889,2024-01-02T00:36:30Z,"[{'destination': 'GCLI2OK3KXX6VXDGCTMJLVBKGZPM3HQC6JTTRVI4FKWACGGF7IIE6VMT', 'predicate': {'not': {'abs_before': '2024-01-03T00:36:23Z', 'abs_before_epoch': '1704242183'}}}, {'destination': 'GBJB6P6AUJTZ4Y4UX4BSVVHMYYZE43RXILCS46GT3Z6ROX35PY3Q3ZQX', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730889-00000000f6914b25b970a4b49add84352cc1415fa24f7a860d9c4cfe38833421cd49d9be
32,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/0000000026f83955ac8f5d67b5f1ef1513dffc91ca1f624bcf6f9c61365bbdc7072b0d72'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/0000000026f83955ac8f5d67b5f1ef1513dffc91ca1f624bcf6f9c61365bbdc7072b0d72/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/0000000026f83955ac8f5d67b5f1ef1513dffc91ca1f624bcf6f9c61365bbdc7072b0d72/operations{?cursor,limit,order}', 'templated': True}}",0000000026f83955ac8f5d67b5f1ef1513dffc91ca1f624bcf6f9c61365bbdc7072b0d72,AQUA:GBNZILSTVQZ4R7IKQDGHYGY2QXL5QOFJYQMXPKWRRM5PAV7Y4M67AQUA,3363.8744734,GDALT7K7NHBJYLAKR7FBTUXSW3RWY7IE4JD5JWBB4RNXBSJFF2Y3QTS5,49730883,2024-01-02T00:35:54Z,"[{'destination': 'GDALT7K7NHBJYLAKR7FBTUXSW3RWY7IE4JD5JWBB4RNXBSJFF2Y3QTS5', 'predicate': {'not': {'abs_before': '2027-01-02T00:35:35Z', 'abs_before_epoch': '1798850135'}}}]",{'clawback_enabled': False},49730883-0000000026f83955ac8f5d67b5f1ef1513dffc91ca1f624bcf6f9c61365bbdc7072b0d72
33,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000602be277b91c316d76beb9cad3d857618c7cef8cff564abbc8bbe83e48cb2294'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000602be277b91c316d76beb9cad3d857618c7cef8cff564abbc8bbe83e48cb2294/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000602be277b91c316d76beb9cad3d857618c7cef8cff564abbc8bbe83e48cb2294/operations{?cursor,limit,order}', 'templated': True}}",00000000602be277b91c316d76beb9cad3d857618c7cef8cff564abbc8bbe83e48cb2294,USDC:GDVUDCM5XFXOUZ3OWQLL6BRJU46TBEUESZ37YSNUPAFW2SKB2Z2CUSDC,18.0604400,GD4FAEDSLKDT2F5VQWWNK745MGGRC4BKSHLFYYD3FBTPH6FPSDAOKQTB,49730878,2024-01-02T00:35:24Z,"[{'destination': 'GD4FAEDSLKDT2F5VQWWNK745MGGRC4BKSHLFYYD3FBTPH6FPSDAOKQTB', 'predicate': {'not': {'abs_before': '2024-01-03T00:35:18Z', 'abs_before_epoch': '1704242118'}}}, {'destination': 'GDFOTCAM6AXL6XNOOPB5VI4FQBYENAWYIDOJOCHKBBKUUPHZPXAS2JLN', 'predicate': {'unconditional': True}}]",{'clawback_enabled': True},49730878-00000000602be277b91c316d76beb9cad3d857618c7cef8cff564abbc8bbe83e48cb2294
34,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000f1d40f701d74096449779c7cd2bf6ca9ac7dde0c89b53145dd7a97c2ae3c7dc8'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000f1d40f701d74096449779c7cd2bf6ca9ac7dde0c89b53145dd7a97c2ae3c7dc8/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000f1d40f701d74096449779c7cd2bf6ca9ac7dde0c89b53145dd7a97c2ae3c7dc8/operations{?cursor,limit,order}', 'templated': True}}",00000000f1d40f701d74096449779c7cd2bf6ca9ac7dde0c89b53145dd7a97c2ae3c7dc8,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GBFLTKSYJBCB56B2YH6DRZQ6WXEG6RGXUFMWU2MPD5OH74C3HMU62CCM', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-00000000f1d40f701d74096449779c7cd2bf6ca9ac7dde0c89b53145dd7a97c2ae3c7dc8
35,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000eb2a6eba2dd07e1ac183636d2f4b5a476f7620540bf88e8adc64b872ff651842'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000eb2a6eba2dd07e1ac183636d2f4b5a476f7620540bf88e8adc64b872ff651842/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000eb2a6eba2dd07e1ac183636d2f4b5a476f7620540bf88e8adc64b872ff651842/operations{?cursor,limit,order}', 'templated': True}}",00000000eb2a6eba2dd07e1ac183636d2f4b5a476f7620540bf88e8adc64b872ff651842,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GDACCTFGE62LCI3SSVWJZJF76UXYOWYWL7MZZ33MSBKS2RPJSZ2LCRYZ', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-00000000eb2a6eba2dd07e1ac183636d2f4b5a476f7620540bf88e8adc64b872ff651842
36,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000e8181694a647ac30011e335cec4c7089b6517214695d8b6f4c0f55f5f1fdea69'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000e8181694a647ac30011e335cec4c7089b6517214695d8b6f4c0f55f5f1fdea69/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000e8181694a647ac30011e335cec4c7089b6517214695d8b6f4c0f55f5f1fdea69/operations{?cursor,limit,order}', 'templated': True}}",00000000e8181694a647ac30011e335cec4c7089b6517214695d8b6f4c0f55f5f1fdea69,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GD5TNEI5IC4CBRYEEND6MOWOVIRKF4QPB3QK57QST3SMIEWDY2DCR2XR', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-00000000e8181694a647ac30011e335cec4c7089b6517214695d8b6f4c0f55f5f1fdea69
37,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000d688c593111d6d2770b5d24d77db44804f2578e997d49c70d41039a1f4a931d8'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000d688c593111d6d2770b5d24d77db44804f2578e997d49c70d41039a1f4a931d8/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000d688c593111d6d2770b5d24d77db44804f2578e997d49c70d41039a1f4a931d8/operations{?cursor,limit,order}', 'templated': True}}",00000000d688c593111d6d2770b5d24d77db44804f2578e997d49c70d41039a1f4a931d8,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GC6UO44TFG474FP3TQXCYZSGNP6FKNLWWS6Q4DQWUXQGADZVLF3IK2WR', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-00000000d688c593111d6d2770b5d24d77db44804f2578e997d49c70d41039a1f4a931d8
38,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000cce668d68ac9593f7e6659d5dba13314eccefc639353e1734a7918e668ca481d'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000cce668d68ac9593f7e6659d5dba13314eccefc639353e1734a7918e668ca481d/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000cce668d68ac9593f7e6659d5dba13314eccefc639353e1734a7918e668ca481d/operations{?cursor,limit,order}', 'templated': True}}",00000000cce668d68ac9593f7e6659d5dba13314eccefc639353e1734a7918e668ca481d,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GBZBG3MYKVHQMLCGRRMFAPXUEEVUB6NMJUUQOUOWA3UQPLOY74KGML2G', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-00000000cce668d68ac9593f7e6659d5dba13314eccefc639353e1734a7918e668ca481d
39,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000cae9fae3cd0f65cfecdf0be26882104fea96cdb9a52e2215cbe5c8f389e1d9a7'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000cae9fae3cd0f65cfecdf0be26882104fea96cdb9a52e2215cbe5c8f389e1d9a7/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000cae9fae3cd0f65cfecdf0be26882104fea96cdb9a52e2215cbe5c8f389e1d9a7/operations{?cursor,limit,order}', 'templated': True}}",00000000cae9fae3cd0f65cfecdf0be26882104fea96cdb9a52e2215cbe5c8f389e1d9a7,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GARVW2ZBUNGOAVHMV3XUXSIGNPZUAGT2EZBCOVNVM5HM4FLEFZQW6SFX', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-00000000cae9fae3cd0f65cfecdf0be26882104fea96cdb9a52e2215cbe5c8f389e1d9a7
40,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000c9603c70057393d597e3f70fc9d4ff88d93321792b417121be8a374ed666b193'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000c9603c70057393d597e3f70fc9d4ff88d93321792b417121be8a374ed666b193/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000c9603c70057393d597e3f70fc9d4ff88d93321792b417121be8a374ed666b193/operations{?cursor,limit,order}', 'templated': True}}",00000000c9603c70057393d597e3f70fc9d4ff88d93321792b417121be8a374ed666b193,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GD55TIYVUXQKS472DX5JSGYNJBQM5AGPKC3JJ4JVKY2NWAF5JF4KGYFE', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-00000000c9603c70057393d597e3f70fc9d4ff88d93321792b417121be8a374ed666b193
41,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000b775fb01a45fb14f68e6297602974e4df61be3d655bf3ba8923bfa0789a7effd'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000b775fb01a45fb14f68e6297602974e4df61be3d655bf3ba8923bfa0789a7effd/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000b775fb01a45fb14f68e6297602974e4df61be3d655bf3ba8923bfa0789a7effd/operations{?cursor,limit,order}', 'templated': True}}",00000000b775fb01a45fb14f68e6297602974e4df61be3d655bf3ba8923bfa0789a7effd,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GDA25EHG3VSWMVYGQHU7BDYTHGCMRZJYPEBOZEP6SB4GM6P2ZDDXIFQZ', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-00000000b775fb01a45fb14f68e6297602974e4df61be3d655bf3ba8923bfa0789a7effd
42,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000a86d09ecbefe8435f483fe3ec280f4ed39e0c6e8e8417df23be0d2fe140ebfdb'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000a86d09ecbefe8435f483fe3ec280f4ed39e0c6e8e8417df23be0d2fe140ebfdb/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000a86d09ecbefe8435f483fe3ec280f4ed39e0c6e8e8417df23be0d2fe140ebfdb/operations{?cursor,limit,order}', 'templated': True}}",00000000a86d09ecbefe8435f483fe3ec280f4ed39e0c6e8e8417df23be0d2fe140ebfdb,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GABV73QB2KXS6DDV6KPUUSG5CNL5EBSGNOILN7H4TKJE47XBPOMEN6AY', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-00000000a86d09ecbefe8435f483fe3ec280f4ed39e0c6e8e8417df23be0d2fe140ebfdb
43,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/0000000090027fba9689d042345259a547ac447237ea37f65222eb16663a34fd3dff5abd'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/0000000090027fba9689d042345259a547ac447237ea37f65222eb16663a34fd3dff5abd/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/0000000090027fba9689d042345259a547ac447237ea37f65222eb16663a34fd3dff5abd/operations{?cursor,limit,order}', 'templated': True}}",0000000090027fba9689d042345259a547ac447237ea37f65222eb16663a34fd3dff5abd,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GCHAIE7BKB2EWTPQG2RWI3IQIALHUKP2LPAZZFG3STLXRUD37PZ7WEUZ', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-0000000090027fba9689d042345259a547ac447237ea37f65222eb16663a34fd3dff5abd
44,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000808f220b6c59940ad51fe77c0994b6db8c4bbb26ae9e84e801264ea0c5a0fa96'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000808f220b6c59940ad51fe77c0994b6db8c4bbb26ae9e84e801264ea0c5a0fa96/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000808f220b6c59940ad51fe77c0994b6db8c4bbb26ae9e84e801264ea0c5a0fa96/operations{?cursor,limit,order}', 'templated': True}}",00000000808f220b6c59940ad51fe77c0994b6db8c4bbb26ae9e84e801264ea0c5a0fa96,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GAFXPR3KUVXBWBHGQ3Y5O32HOADED444REPYEGPOA4NOS4NDB3R7NGW6', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-00000000808f220b6c59940ad51fe77c0994b6db8c4bbb26ae9e84e801264ea0c5a0fa96
45,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/00000000783142256820e9bfb2e119dd09d15b0614752258437833887e7f2ce518100150'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/00000000783142256820e9bfb2e119dd09d15b0614752258437833887e7f2ce518100150/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/00000000783142256820e9bfb2e119dd09d15b0614752258437833887e7f2ce518100150/operations{?cursor,limit,order}', 'templated': True}}",00000000783142256820e9bfb2e119dd09d15b0614752258437833887e7f2ce518100150,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GC32G2RD3WT3HRA7RO7LDZV74VOSMDJM7SJLXYXYM2GYR36LC67LFGUH', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-00000000783142256820e9bfb2e119dd09d15b0614752258437833887e7f2ce518100150
46,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/000000006ded937078e8a2c3f65b89b51df6b0bcb17b0581f6c55fe9fa9591767c60f352'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/000000006ded937078e8a2c3f65b89b51df6b0bcb17b0581f6c55fe9fa9591767c60f352/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/000000006ded937078e8a2c3f65b89b51df6b0bcb17b0581f6c55fe9fa9591767c60f352/operations{?cursor,limit,order}', 'templated': True}}",000000006ded937078e8a2c3f65b89b51df6b0bcb17b0581f6c55fe9fa9591767c60f352,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GB2FMSAWFST6TWFTKIJPFU2NCGSJC2OQD56LOAEWR5KUBMSP6DXHBGDX', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-000000006ded937078e8a2c3f65b89b51df6b0bcb17b0581f6c55fe9fa9591767c60f352
47,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/000000006bc57045e2539f019bad84baef833ed3464d17c936a59aafb8229a12f44ff09c'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/000000006bc57045e2539f019bad84baef833ed3464d17c936a59aafb8229a12f44ff09c/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/000000006bc57045e2539f019bad84baef833ed3464d17c936a59aafb8229a12f44ff09c/operations{?cursor,limit,order}', 'templated': True}}",000000006bc57045e2539f019bad84baef833ed3464d17c936a59aafb8229a12f44ff09c,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GCY6C5JTXXITGRHGEVXZHZT2FPRA6OKHWBXBNRZ4HXANJDJDJXOFG3E2', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-000000006bc57045e2539f019bad84baef833ed3464d17c936a59aafb8229a12f44ff09c
48,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/000000006bc34c459627e630fb4398c1778c257dc08d5fa202123fda4e6d579f25f253bf'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/000000006bc34c459627e630fb4398c1778c257dc08d5fa202123fda4e6d579f25f253bf/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/000000006bc34c459627e630fb4398c1778c257dc08d5fa202123fda4e6d579f25f253bf/operations{?cursor,limit,order}', 'templated': True}}",000000006bc34c459627e630fb4398c1778c257dc08d5fa202123fda4e6d579f25f253bf,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GCMAVRYW6VSTEXAOHZMNQDVD6C7SRBBBG4T3QEAR2IMOEWTDTMJCHOW6', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-000000006bc34c459627e630fb4398c1778c257dc08d5fa202123fda4e6d579f25f253bf
49,"{'self': {'href': 'https://horizon.stellar.org/claimable_balances/0000000068de023707582572ce6ec0e9f8101175a1c7f593e29e2b176fc6e57add34738b'}, 'transactions': {'href': 'https://horizon.stellar.org/claimable_balances/0000000068de023707582572ce6ec0e9f8101175a1c7f593e29e2b176fc6e57add34738b/transactions{?cursor,limit,order}', 'templated': True}, 'operations': {'href': 'https://horizon.stellar.org/claimable_balances/0000000068de023707582572ce6ec0e9f8101175a1c7f593e29e2b176fc6e57add34738b/operations{?cursor,limit,order}', 'templated': True}}",0000000068de023707582572ce6ec0e9f8101175a1c7f593e29e2b176fc6e57add34738b,NABU:GCYVCYS772DF2GJ376O4UQPRUD2GDS5NKY3DMW7L5R62PLR5WWNF7QFB,1.9990000,GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV,49730855,2024-01-02T00:33:07Z,"[{'destination': 'GB3F2CFWHX74GQJ4MJV7M2IDLFNJI5Z6N3TZYIJN6WWVJEWGLNJYP6C6', 'predicate': {'unconditional': True}}, {'destination': 'GAFO6RK2AQIPJBBOILYX5ZS6JMCR2JR6FUNV4ELIGC6T6JL67DXXXDZV', 'predicate': {'unconditional': True}}]",{'clawback_enabled': False},49730855-0000000068de023707582572ce6ec0e9f8101175a1c7f593e29e2b176fc6e57add34738b
